x,y,w,h,Cx,Cy,W,H,distance,angle,x_center,y2,person,y_low,angle_rad
309.01700258255005,951.0565400123596,0.009777,0.055921000000000005,2907.6794879999998,1434.42432,52.56115199999999,150.315648,1000.0,18.0,219.67948799999976,1178.417856,2,0.4383995,0.31415927
0.0,100.0,0.10296199999999998,0.33524100000000007,2687.365632,1863.1952640000004,553.5237119999999,901.1278080000002,100.0,0.0,-0.6343679999999949,374.2408319999995,5,0.1392264999999998,0.0
447.3543167114258,663.2300853729248,0.01481,0.072718,3273.28512,1454.5493759999997,79.61856,195.46598400000002,800.0,34.0,585.28512,1135.7176320000003,6,0.4225140000000001,0.5934119
432.62380361557007,1331.4791560173035,0.0077729999999999995,0.042923,3012.8824320000003,1406.9502719999998,41.787648,115.377024,1400.0,18.0,324.88243200000034,1223.3612160000002,8,0.45511950000000007,0.31415927
123.60680103302002,380.42261600494385,0.027526,0.142266,3051.691776,1557.497088,147.979776,382.41100800000004,400.0,18.0,363.6917760000001,939.2974079999999,6,0.34944099999999995,0.31415927
154.50850129127502,475.5282700061798,0.024236,0.11477,3023.537664,1520.187648,130.292736,308.50176,500.0,18.0,335.53766399999995,1013.5614719999999,6,0.37706899999999993,0.31415927
111.83857917785645,165.8075213432312,0.041001,0.232202,3183.4414079999997,1702.2700799999998,220.421376,624.1589759999999,200.0,34.0,495.4414079999997,673.6504320000004,5,0.2506140000000001,0.5934119
167.75786876678467,248.7112820148468,0.034227,0.172941,3155.448576,1610.66304,184.004352,464.865408,300.0,34.0,467.4485759999998,844.904256,5,0.3143245,0.5934119
111.83857917785645,165.8075213432312,0.042222,0.21279299999999998,3217.665024,1741.6385280000004,226.98547200000002,571.987584,200.0,34.0,529.6650239999999,660.3676799999996,7,0.24567249999999985,0.5934119
167.75786876678467,248.7112820148468,0.028014,0.163906,3224.8097279999997,1631.621376,150.603264,440.579328,300.0,34.0,536.8097279999997,836.08896,7,0.311045,0.5934119
